"replication","spearman_corr","top10_overlap"
1956,0.906947528651383,0.7
1957,0.983206270731626,0.9
1958,0.99884394154171,1
1959,0.963270447550367,0.8
1960,0.994622681742357,0.9
1961,0.998276324848333,0.9
1962,0.987847591802967,0.9
1963,0.997681653361167,0.9
1964,0.971319782678809,0.9
1965,0.954924221658502,0.9
1966,0.993804096238173,0.9
1967,0.971068457883874,0.9
1968,0.997437626240872,0.9
1969,0.99932469810766,1
1970,0.979819259738124,0.9
1971,0.999455878259124,1
1972,0.961706609272532,0.9
1973,0.997012937175209,0.9
1974,0.993874403103612,0.9
1975,0.992801288947334,0.9
1976,0.997230265485844,0.9
1977,0.998139448950808,1
1978,0.999049166391966,1
1979,0.993462707458651,0.9
1980,0.995444293111636,0.9
1981,0.995823950185005,0.9
1982,0.946765955386645,0.8
1983,0.973387516490965,0.9
1984,0.952007287707085,0.8
1985,0.973913127057143,0.9
1986,0.998168283665241,1
1987,0.980300550280266,0.9
1988,0.932178615748595,0.8
1989,0.784858321876578,0.4
1990,0.933915640305093,0.8
1991,0.986530450526394,0.9
1992,0.997235071271582,0.9
1993,0.962679691888617,0.9
1994,0.98292824712703,0.9
1995,0.982617472982585,0.9
1996,0.994753683901757,0.9
1997,0.987655182381349,0.9
1998,0.98578466377655,0.9
1999,0.958951648099721,0.9
2000,0.962806422238471,0.9
